drug,label,count,drug_id,genes
Alclometasone+Sulfamerazine+Lomustine+Rifaximin+Allylestrenol+Fluticasone furoate+Gestodene+Ethchlorvynol+Lornoxicam+Leucovorin,3,31,"5299, 9283, 6327, 6356, 9674, 13934, 12508, 503, 12844, 2722","['SERPINA6', 'CYP3A4', 'NR3C1', 'TRIB3', 'ALB', 'CYP2D6', 'CYP3A4', 'NR1I2', 'CYP3A4', 'PGR', 'CYP3A4', 'ESR1', 'NR3C1', 'ABCB1', 'CYP3A4', 'CYP3A5', 'CYP3A7', 'GABRB3', 'GABRA1', 'GABRG2', 'PTGS2', 'PTGS1', 'CYP2C9', 'ABCC4', 'ABCC2', 'TYMS', 'ABCC3']"
Choline,21,31,544,"['PCYT1A', 'CHKA', 'PDE4A', 'ADORA2A', 'SLC22A1', 'SLC22A3', 'CHAT', 'PDE4C', 'PDE4D', 'ADORA1', 'PHOSPHO1', 'ACHE', 'BCHE', 'SLC44A1', 'PLD1', 'SLC22A4', 'SLC22A2', 'PLD2', 'PDE4B', 'PDE3B', 'PCYT1B', 'SLC22A5', 'PDE3A', 'SLC5A7', 'ADORA2B', 'SLC44A4']"
Iloprost+Fingolimod+Ibudilast,21,31,"6474, 13888, 8744","['PDE4A', 'PTGER1', 'PDE4B', 'PLAT', 'PTGIR', 'SLCO2B1', 'PDE4D', 'PDE4C', 'CYP2D6', 'CYP3A4', 'CYP2E1', 'CYP4F2', 'S1PR1', 'SPHK1', 'S1PR5', 'S1PR3', 'S1PR4', 'RASA1', 'LPL', 'PDE4D', 'PDE4A', 'PDE3A', 'PDE4C', 'PDE4B']"
Sulfanilamide+Felbamate+Levomilnacipran,6,31,"5308, 5647, 13667","['CA12', 'CYP2D6', 'CA6', 'CA2', 'CA7', 'CYP3A4', 'CA9', 'CYP2E1', 'CYP2C19', 'CYP2C9', 'ACLY', 'CYP2E1', 'CYP2C19', 'GRIN2B', 'GRIN2A', 'GRIN3A', 'CYP3A4', 'CYP2J2', 'SLC6A2', 'CYP2C19', 'GJA1', 'CYP2C8', 'ABCB1', 'CYP3A4', 'CYP2D6', 'SLC6A4']"
Desvenlafaxine+Mazindol+Methylphenidate+Dexmethylphenidate+Sufentanil+Palonosetron+Cyclobenzaprine+Atenolol,6,31,"12830, 3197, 4375, 12829, 1980, 4533, 5619, 4659","['CYP3A4', 'SLC6A4', 'SLC6A2', 'SLC6A2', 'SIGMAR1', 'SLC6A4', 'SLC6A3', 'SLC6A2', 'SLC6A4', 'CYP2D6', 'SLC6A3', 'SLC6A2', 'SLC6A4', 'SLC6A3', 'CYP2D6', 'OPRM1', 'OPRD1', 'CYP3A4', 'OPRK1', 'CYP2D6', 'CYP1A2', 'CYP3A4', 'HTR3A', 'CYP2D6', 'CYP3A4', 'CYP1A2', 'HTR2A', 'ABCB1', 'ADRB2', 'ADRB1']"
Brinzolamide+Atomoxetine,19,31,"6232, 5168","['CA2', 'CA12', 'CA5A', 'CA6', 'CYP3A4', 'CA4', 'TGFBR2', 'CA9', 'CA7', 'CA1', 'CA5B', 'CA14', 'NPY1R', 'CYP3A4', 'SLC6A2', 'CYP2C19', 'HTR1B', 'HTR6', 'HTR2A', 'SLC6A4', 'HTR2C', 'SLC6A3', 'CYP2D6', 'HTR1D']"
Clidinium+Dimetindene+Terbutaline+Bevantolol+Cyamemazine+Periciazine+Oxyphencyclimine+Bupranolol+Apraclonidine+Mequitazine,19,31,"6426, 13908, 6081, 5941, 12657, 9079, 4573, 13903, 5574, 6552","['CHRM3', 'CHRM1', 'KCNH2', 'CHRM2', 'HRH1', 'BCHE', 'ADRB2', 'ADRB1', 'ADRA1A', 'ADRB2', 'CHRM2', 'HTR2A', 'HTR2C', 'ADRA2A', 'DRD1', 'ADRA1B', 'CHRM2', 'CHRM3', 'CHRM1', 'ADRB1', 'ADRB3', 'ADRB2', 'ADRA2B', 'ADRA2C', 'ADRA1A', 'ADRA2A', 'CYP3A4', 'HRH1', 'CYP2D6', 'CHRM2']"
Tyloxapol+Methadyl acetate+Fencamfamin+Difenoxin+Anileridine+Pamidronic acid+Cidofovir+Physostigmine+Valganciclovir+Quinapril+Spirapril+Fosinopril+Levosimendan+Spaglumic acid,5,31,"13300, 9667, 9601, 9418, 5602, 5193, 4506, 5598, 9107, 6092, 6023, 3870, 5626, 13840","['LPL', 'OPRM1', 'SLC6A3', 'OPRM1', 'OPRM1', 'FDPS', 'TYMP', 'SLC22A6', 'BCHE', 'ACHE', 'SLC15A2', 'SLC15A1', 'SLC15A2', 'SLC15A1', 'ACE', 'SLC15A2', 'SLC15A1', 'ACE', 'ACE', 'SLC15A1', 'SLC15A2', 'KCNJ11', 'PDE3A', 'TNNC1', 'KCNJ8', 'GHR', 'LPL', 'SLC36A1']"
Phenmetrazine+Encainide+Bromodiphenhydramine+Sotalol+Lomitapide+Salbutamol+Udenafil+Alogliptin+Rasagiline+Hydroxyurea+Metaraminol,1,31,"5806, 6351, 6358, 3788, 13921, 6783, 9460, 9517, 5958, 6773, 2044","['SLC6A2', 'SLC6A3', 'CYP2D6', 'SCN5A', 'HRH1', 'SLC47A1', 'SLC22A6', 'ADRB2', 'KCNH2', 'ADRB1', 'CYP3A4', 'ABCB1', 'MTTP', 'ADRB2', 'ADRB1', 'CYP3A4', 'CYP3A4', 'CYP3A5', 'PDE5A', 'CYP2D6', 'DPP4', 'CYP3A4', 'BCL2', 'CYP1A2', 'MAOB', 'RRM2', 'RRM1', 'CYP2D6', 'ADRA1A']"
Phenylbutazone+Alfuzosin+Warfarin,23,31,"5881, 4693, 2536","['CYP3A4', 'PTGS2', 'PTGIS', 'SLC22A6', 'SLC22A8', 'SLC22A11', 'CYP2C9', 'PTGS1', 'ADRA1A', 'ADRA1D', 'KCNH2', 'CYP3A4', 'ADRA1B', 'PAK1', 'CCNB1', 'ALB', 'CYP2C19', 'CYP2C8', 'VKORC1', 'CYP3A4', 'CDK6', 'CYP1A2', 'CYP2C9', 'CYP1A1']"
Esomeprazole+Idoxuridine+Imiquimod+Alizapride,14,31,"6140, 5297, 6121, 9645","['CYP3A4', 'CYP2C19', 'ATP4A', 'ATP4B', 'COL11A1', 'GPER1', 'EPHA3', 'MMP1', 'TLR8', 'CYP1A2', 'CDK6', 'TLR7', 'CYP3A4', 'PROS1', 'GDF15', 'DRD2', 'CDC25B']"
Midazolam,18,31,2534,"['CYP3A5', 'GABRR1', 'GABRA4', 'CYP2B6', 'GABRA3', 'UGT1A4', 'GABRQ', 'GABRB1', 'CYP4B1', 'GABRA6', 'GABRA1', 'TUBB6', 'GABRG1', 'GABRP', 'GABRE', 'GABRG2', 'GABRB2', 'GABRR3', 'GABRB3', 'ABCB1', 'GABRR2', 'CYP2E1', 'GABRD', 'GABRA5', 'GABRG3', 'SLC22A1', 'CYP3A4', 'CYP3A7', 'GABRA2']"
Azidocillin+Magnesium salicylate+Oxacillin+Tenoxicam+Lomefloxacin+Trandolapril+Isoxsuprine+Ciclesonide,7,31,"13958, 5994, 1524, 3989, 5584, 3255, 13721, 9641","['SLC22A5', 'SLC15A1', 'SLC15A2', 'ALB', 'PTGS1', 'PTGS2', 'SLC15A2', 'SLC15A1', 'PTGS2', 'CYP2C9', 'SLC22A8', 'PTGS1', 'TOP2A', 'CYP1A2', 'ABCC2', 'SLC22A5', 'CES1', 'SLC15A1', 'SLC15A2', 'ACE', 'HMOX1', 'CYP3A4', 'CES1', 'NR3C1', 'SERPINA6', 'CYP2D6']"
Nitroglycerin+Lipoic acid+Nedocromil+Lithium cation+Octreotide+Misoprostol,20,32,"6118, 432, 6114, 6038, 1514, 5622","['NPR1', 'GUCY1B1', 'GUCY1A2', 'ALDH2', 'GUCY1A1', 'POR', 'ACHE', 'CYSLTR1', 'FPR1', 'PTGDR', 'HSP90AA1', 'CYSLTR2', 'GSK3A', 'GSK3B', 'IMPA1', 'GRIA3', 'SSTR1', 'MPO', 'SSTR3', 'SSTR5', 'SSTR2', 'SSTR4', 'PTGER3', 'MYB', 'PTGER4', 'PTGER2']"
Diazepam,16,32,5893,"['GABRB2', 'CYP3A7', 'GABRR3', 'GABRR2', 'ABCB1', 'GABRG3', 'CYP3A5', 'CYP2E1', 'ALB', 'GABRG2', 'CYP2B6', 'TSPO', 'GABRB1', 'GABRR1', 'GABRA5', 'PTGS1', 'GABRB3', 'CYP2C8', 'CYP3A4', 'GABRE', 'CYP1A2', 'CYP2C19', 'GABRG1', 'GABRA1', 'GABRA3', 'GABRQ', 'CYP2C9', 'GABRD', 'GABRA2', 'GABRP']"
Vardenafil+Roxatidine acetate+Chloropyramine,10,32,"5845, 13905, 13910","['PDE5A', 'PDE11A', 'PDE10A', 'PDE6G', 'PDE6H', 'CYP3A5', 'ABCC5', 'PDE1B', 'CYP3A4', 'HRH2', 'IKBKE', 'MALT1', 'GET1', 'PTK2', 'HRH1']"
Vismodegib+Phentermine+Sibutramine,14,32,"13922, 5135, 6625","['CYP2C9', 'SMO', 'ABCG2', 'ABCB1', 'SHH', 'CYP2C19', 'ALB', 'CYP2C8', 'CYP3A4', 'SLC6A3', 'CYP2C9', 'MAOA', 'SLC6A4', 'CYP2D6', 'SLC6A2', 'TBX2', 'MAOB', 'CYP1A2', 'CYP3A4', 'CDK6', 'SLC6A3', 'MIF', 'SLC6A4', 'SLC6A2']"
Sulfadiazine+Cilazapril+Levobupivacaine+Cloxacillin+Acebutolol+Ivacaftor+Cefdinir,14,32,"4482, 6033, 6776, 6591, 6241, 13927, 3328","['CYP2C8', 'CYP2E1', 'CYP3A4', 'CYP2C9', 'ABCB1', 'SLC15A1', 'ACE', 'SLC15A2', 'CYP1A2', 'SCN4A', 'SCN10A', 'CYP3A4', 'ALB', 'SLC15A1', 'SLC22A6', 'SLC15A2', 'ADRB2', 'SLC22A1', 'CYP2D6', 'ADRB1', 'ABCB1', 'ABCB1', 'CYP3A4', 'ALB', 'CFTR', 'PMM2', 'MPO', 'SLC15A2', 'SLC22A5', 'SLC15A1']"
Debrisoquine+Dimethyl sulfoxide+Griseofulvin+Ceftazidime+Etonogestrel+Glimepiride+Bisoprolol+Metronidazole,14,32,"11021, 6494, 4023, 3898, 5204, 5536, 2051, 5601","['CYP1A1', 'CYP2D6', 'SLC6A2', 'ABCB1', 'TTR', 'CYP2C19', 'CYP2D6', 'CYP3A4', 'CYP1A2', 'CYP3A4', 'SLC15A2', 'SLC22A6', 'SLC22A5', 'SLC15A1', 'PGR', 'CYP3A4', 'ESR1', 'SHBG', 'ABCC8', 'KCNJ1', 'KCNJ11', 'CYP2C9', 'ADRB2', 'CYP2D6', 'ADRB1', 'CYP3A4', 'CYP2C9', 'CYP3A4', 'CYP2C8']"
Darunavir+Dalfopristin+Fidaxomicin+Gadofosveset trisodium+Cefacetrile+Hydrocortamate+Tipranavir+Dihydrocodeine+Ajmaline+Permethrin+Argatroban+Malathion+Linagliptin+Ticagrelor,14,32,"6294, 8791, 13768, 12827, 9628, 6416, 5646, 9373, 9654, 10737, 5141, 6429, 13793, 13914","['CYP3A4', 'CYP3A4', 'ABCB1', 'ALB', 'SLC22A6', 'SLC22A8', 'CYP3A4', 'NR3C1', 'CYP2D6', 'CYP2C19', 'CYP3A4', 'CYP3A4', 'OPRM1', 'CYP2D6', 'SCN5A', 'CYP2D6', 'SCN1A', 'CYP2B6', 'CYP3A4', 'F2', 'CYP3A4', 'CYP3A5', 'CYP1A2', 'CYP2B6', 'BCHE', 'CYP3A4', 'DPP4', 'ABCB1', 'ABCB1', 'P2RY12', 'CYP3A4']"
Oxprenolol+Norfloxacin,0,32,"9284, 6515","['SLC22A2', 'ADRB2', 'CYP2D6', 'EGR1', 'ADRB1', 'PAX8', 'XBP1', 'PROS1', 'CYP1A1', 'CYP3A5', 'CYP1A2', 'CYP3A4', 'SLC22A6', 'CYP3A7', 'SLC22A5', 'TOP2A', 'CYP2A6', 'GHR']"
Sulpiride+Bepridil,19,32,"4452, 6253","['ANO1', 'CA9', 'CA12', 'BAD', 'BCHE', 'AKR1B10', 'LPL', 'CA6', 'CA2', 'DRD2', 'GDF15', 'DRD3', 'CACNA1D', 'CACNA1A', 'CACNA1H', 'PDE1B', 'ABCB1', 'TNNC1', 'PDE1A', 'CACNA1C', 'CACNA2D2', 'KCNQ1', 'CALM1', 'CYP2D6', 'KCNH2', 'ATP1A1']"
Reboxetine+Clemastine,11,32,"5271, 5175","['CYP2D6', 'SRC', 'SLC6A2', 'PIN1', 'SLC6A4', 'ABCB1', 'HTR2C', 'CYP3A4', 'CYP2D6', 'CYP3A4', 'LIPA', 'HRH1', 'FDFT1', 'HMGCR']"
Cinolazepam+Fludiazepam,18,32,"9296, 9250","['GABRA3', 'GABRA1', 'GABRG1', 'GABRG3', 'GABRR3', 'GABRE', 'GABRR1', 'GABRR2', 'GABRA2', 'GABRB3', 'GABRG2', 'GABRB2', 'GABRB1', 'GABRA5', 'GABRP', 'GABRD', 'GABRR1', 'GABRB2', 'GABRB1', 'GABRB3', 'GABRP', 'GABRR2', 'GABRA3', 'GABRG2', 'GABRR3', 'GABRG3', 'GABRE', 'GABRD', 'GABRA1', 'GABRA5', 'GABRA2', 'GABRG1']"
Clonidine,8,32,3193,"['CYP2D6', 'ADRA2A', 'ADRA1B', 'SLC22A5', 'SLC6A2', 'EPHA3', 'SLC22A1', 'ABCB1', 'ADRA1A', 'CYP1A2', 'ADRA1D', 'TRIB3', 'SLC22A4', 'CYP3A5', 'CYP3A4', 'ADRA2C', 'SLC22A3', 'GJA1', 'CAST', 'PMM2', 'CYP1A1', 'ADRA2B', 'ADM']"
Protriptyline,14,32,4775,"['ASS1', 'SLC6A2', 'CYP2D6', 'IL1R2', 'SDHB', 'ABCB1', 'SLC6A4', 'PIK3C2B', 'CDK19']"
Methohexital+Megestrol acetate+Drostanolone+Isoflurophate+Fludrocortisone+Paramethasone+Olmesartan+Clodronic acid+Latanoprost,11,32,"3783, 4490, 5827, 2493, 2522, 5983, 5165, 6119, 2637","['GABRB3', 'GABRA1', 'GABRG2', 'ABCB1', 'PGR', 'NR3C1', 'SHBG', 'CYP19A1', 'AR', 'ACHE', 'PTGS2', 'BCHE', 'AR', 'NR3C1', 'NR3C2', 'SERPINA6', 'CYP3A4', 'NR3C1', 'SLCO1B3', 'SLCO1B1', 'AGTR1', 'ABCC2', 'SLC25A6', 'SLC25A4', 'SLC25A5', 'PTGS2', 'PCNA', 'MMP1', 'SLCO2B1', 'PTGFR', 'SLC22A1']"
Roxithromycin,0,32,6425,"['CYP2B6', 'CBR3', 'EPHB2', 'IKBKE', 'ACLY', 'ADAM10', 'GDF15', 'CDK6', 'CYP3A4', 'BAD', 'ABCB1', 'CYP1A2', 'CES1', 'PROS1', 'ABL1', 'SELL', 'TYMS']"
Phenytoin,16,32,5332,"['ALB', 'CYP2C9', 'CYP3A7', 'SCN3A', 'SLCO1C1', 'CYP2B6', 'CAST', 'ABCB1', 'SCN5A', 'CYP2C19', 'CYP3A5', 'LPL', 'SCN8A', 'SCN4A', 'CYP3A4', 'IL1R2', 'CYP11B1', 'GJA1', 'SCN1A', 'CYP2C8', 'ABCC2', 'SCN2A', 'SCN9A']"
Temozolomide+Aprobarbital+Amoxicillin,4,32,"5830, 6051, 6538","['CYP3A4', 'CAPN1', 'GABRA5', 'GABRA1', 'GABRA4', 'GRIA2', 'GRIK2', 'GABRA6', 'GABRA2', 'CHRNA7', 'GABRA3', 'CHRNA4', 'MIF', 'SLC15A2', 'SNAP25', 'SLC15A1', 'PRKCQ', 'CYP2C19', 'SLC22A6']"
Hesperetin+Melphalan+Bosentan+Capecitabine+Nitric Oxide,4,32,"6495, 6508, 3146, 6632, 3893","['CYP1A2', 'SOAT1', 'ABCG2', 'MTTP', 'CYP1B1', 'CDKN1A', 'SLC22A3', 'SLC7A5', 'CYP2C9', 'EDNRB', 'PSMB8', 'CYP3A4', 'EDNRA', 'ABCB11', 'TYMS', 'DPYD', 'CES1', 'CDA', 'TYMP', 'CYP2C9', 'GUCY1A2', 'CYP1A2', 'CYP3A4', 'ALDH2', 'GUCY1B1', 'GUCY1A1', 'CYP2B6']"
Voglibose+Plerixafor+Pivmecillinam+Hydralazine+Cinalukast+Isosorbide mononitrate+Cystine+Bimatoprost,13,32,"10895, 12634, 9089, 6315, 3225, 6808, 560, 5678","['SI', 'MGAM', 'GAA', 'CXCR4', 'SPR', 'RYR2', 'CYP3A4', 'AOC3', 'P4HA1', 'PLA2G4A', 'CYSLTR1', 'GUCY1B1', 'CYP3A4', 'GUCY1A1', 'GUCY1A2', 'SLC7A11', 'MMP1', 'PTGFR', 'CCL2', 'PTGER1', 'AKR1C3', 'PTGER3']"
Etidocaine+Prilocaine+Oxybuprocaine+Hexylcaine+Proparacaine,17,32,"13651, 6403, 6107, 3787, 5866","['SCN4A', 'SCN5A', 'SCN2A', 'SCN3A', 'SCN2A', 'SCN5A', 'SCN1A', 'SCN2A', 'SCN1A', 'BCHE', 'SCN3A', 'SCN10A', 'TGFBR2', 'SCN3A', 'SCN10A', 'SCN2A', 'SCN5A', 'SCN1A', 'SCN3A', 'CD40', 'SCN2A', 'SCN10A', 'SCN1A']"
Zalcitabine,0,32,5676,"['CYP2D6', 'CYP3A4', 'CYP3A43', 'SLC29A1', 'CYP3A7', 'SLC22A6', 'CYP2C9', 'TUBA1A', 'SLC29A2', 'SLC22A7', 'PAK6', 'TUBB6', 'DCK', 'CDC25B', 'CYP3A5', 'PCNA', 'GDF15', 'HSPA1A']"
Penciclovir+Finasteride+Eplerenone,1,32,"5251, 6335, 1989","['GET1', 'GHR', 'STXBP2', 'CYP3A5', 'CYP3A7', 'CYP3A4', 'AKR1D1', 'SRD5A2', 'SRD5A1', 'CYP3A7', 'CYP11B2', 'CYP3A5', 'CYP3A4', 'NR3C2', 'NPTX2']"
Desonide+Clindamycin+Bromopride+Dezocine+Remifentanil+Methylnaltrexone+Diamorphine+Alvimopan+Butorphanol+Diphenoxylate+Ramipril+Lisinopril,22,32,"6280, 6243, 12661, 6326, 6102, 12640, 9583, 9470, 2047, 6483, 455, 6129","['NR3C1', 'CYP3A4', 'DRD2', 'OPRK1', 'OPRM1', 'OPRD1', 'OPRK1', 'OPRM1', 'CYP2D6', 'OPRM1', 'OPRK1', 'OPRM1', 'OPRK1', 'OPRD1', 'OPRK1', 'OPRM1', 'OPRD1', 'OPRD1', 'OPRK1', 'OPRM1', 'OPRD1', 'OPRM1', 'BCHE', 'SLC15A2', 'ACE', 'SLC15A1', 'ABCB1', 'ACE2', 'SLC15A1', 'ACE']"
Diphenylpyraline+Cyclizine,1,32,"6598, 6207","['SLC6A3', 'LPAR2', 'MALT1', 'NDUFA13', 'GAA', 'HRH1', 'HRH1', 'PROS1', 'SULT1E1', 'CYP2C9', 'PAK6']"
Cycrimine+Methacholine+Diethylpropion+Oxyphenonium+Methoxamine+Gallamine triethiodide+Dapiprazole+Isopropamide+Anisotropine methylbromide+Captodiame+Arbutamine+Methscopolamine bromide,12,32,"5675, 12823, 5630, 5432, 6130, 3818, 5247, 9133, 3256, 12665, 6633, 3994","['CHRM1', 'CHRM3', 'CHRM2', 'SLC6A2', 'SLC6A3', 'CHRM3', 'CHRM1', 'ADRA1A', 'ADRA1D', 'ADRA1B', 'ACHE', 'CHRNA2', 'CHRM2', 'ADRA1B', 'ADRA1D', 'ADRA1A', 'CHRM1', 'CHRM4', 'CHRM3', 'CHRM1', 'CHRM2', 'CHRM3', 'SIGMAR1', 'HTR2C', 'DRD3', 'ADRB1', 'ADRB3', 'ADRB2', 'CHRM2', 'CHRM5', 'CHRM3', 'CHRM1']"
Guanadrel+Anisindione+Isothipendyl+Ibandronate+Cinoxacin+Phenindamine+Aceprometazine+Cephaloglycin+Methdilazine+Clofedanol+Bepotastine+Almitrine+Sulfamethazine+Pheniramine+Ethinamate+Pargyline+Bethanidine+Cyclandelate+Viomycin+Furazolidone+Benzonatate+Chlorcyclizine,10,32,"5441, 6560, 13909, 1523, 5891, 9097, 9112, 2530, 5679, 10991, 10961, 9679, 9282, 9126, 6826, 9130, 5435, 10993, 12564, 2048, 5849, 13694","['SLC6A2', 'GGCX', 'HRH1', 'FDPS', 'SLC22A6', 'HRH1', 'HRH1', 'SLC22A5', 'HRH1', 'HRH1', 'HRH1', 'ATP1A1', 'ALB', 'HRH1', 'CA1', 'CA2', 'MAOA', 'MAOB', 'KCNJ1', 'SLC6A2', 'CES1', 'CACNA2D1', 'CXCL2', 'MAOB', 'MAOA', 'SCN5A', 'HRH1']"
Iodipamide+Naftifine+Pimecrolimus+Pyridoxine+Sulfisoxazole+Dutasteride+Allopurinol+Paricalcitol+Tolcapone,4,32,"11394, 6136, 4684, 445, 5379, 6561, 3905, 5617, 4644","['ALB', 'SIGMAR1', 'SQLE', 'FKBP1A', 'MTOR', 'CYP3A4', 'GHR', 'CYP1A1', 'EDNRA', 'CYP2C9', 'SRD5A1', 'CYP3A4', 'CYP3A5', 'SRD5A2', 'SLC22A8', 'XDH', 'AOX1', 'SLC22A7', 'VDR', 'UGT1A4', 'CYP24A1', 'CYP3A4', 'CYP2C9', 'COMT']"
Doxapram+Prednicarbate,3,32,"3187, 6579","['KCNK9', 'INPP1', 'MYC', 'NFKBIA', 'FOXO3', 'IGFBP3', 'KCNK3', 'IKBKB', 'NR3C1', 'TSC22D3', 'RAB27A']"
Alosetron+Hydrocodone+Cefamandole+Oxymorphone+Phenprocoumon+Estramustine,14,32,"5556, 5552, 5998, 6236, 5649, 6230","['CYP2C9', 'CYP1A2', 'CYP3A4', 'CYP2E1', 'HTR3A', 'CYP2D6', 'CYP3A4', 'OPRD1', 'OPRM1', 'OPRK1', 'SLC22A6', 'SLC22A11', 'SLC22A8', 'PTPN7', 'SLC22A7', 'OPRM1', 'OPRK1', 'CYP2D6', 'CYP3A4', 'OPRD1', 'CYP2C9', 'CYP3A4', 'ALB', 'VKORC1', 'CYP2C8', 'ESR2', 'MAP2', 'ABCB1', 'ESR1', 'CYP3A4']"
Trazodone+Clomipramine,8,32,"2652, 6258","['ADRA1A', 'PIN1', 'HTR2C', 'HTR2A', 'CYP3A7', 'ABCB1', 'HTR2B', 'CYP3A5', 'HRH1', 'HTR1A', 'ADRA2A', 'SLC6A4', 'CYP3A4', 'CYP2D6', 'SLC6A4', 'HTR2A', 'CYP3A4', 'ABCB1', 'SLC6A2', 'HTR2B', 'HTR6', 'TGFBR2', 'ALB', 'CYP2D6', 'CYP2C19', 'HTR2C', 'HRH2', 'ADRA2A', 'GSTP1', 'CYP1A2']"
Orciprenaline+Triprolidine+Chloroquine,3,32,"5874, 4376, 2005","['CDC25B', 'ADRB2', 'CDK6', 'LPL', 'SERPINE1', 'IGFBP3', 'CASP7', 'NFKBIA', 'TSC22D3', 'HRH1', 'CYP2D6', 'CYP2D6', 'CYP2C8', 'TLR9', 'ABCB1', 'PIK3C2B', 'CYP3A5', 'CYP1A1', 'TNF', 'CYP3A4']"
Maraviroc+Articaine+Cytisine+Lysine+Nitroprusside,10,32,"11003, 12649, 12670, 545, 4642","['CYP3A4', 'CCR5', 'MAPKAPK5', 'SCN1A', 'SCN2A', 'SCN3A', 'CHRNA7', 'CHRNB4', 'CHRNA3', 'CHRNA6', 'CHRNA4', 'SLC22A4', 'NPR1', 'CYP1A2', 'GUCY1A1', 'GUCY1B1', 'GUCY1A2', 'ACHE', 'CYP1A1']"
Miglustat+Amyl Nitrite+Terlipressin+Abacavir+Mimosine+Tioguanine+Cycloserine+Masoprocol+Histidine,24,32,"4050, 9102, 9868, 6506, 6521, 4494, 5372, 446, 531","['UGCG', 'NPR1', 'ALDH2', 'AVPR1B', 'AVPR2', 'AVPR1A', 'ADK', 'UGT1A1', 'SHMT1', 'CCL2', 'TYR', 'IMPDH2', 'HPRT1', 'ABCC4', 'IMPDH1', 'DDC', 'TGFBR2', 'SLC36A2', 'CYP19A1', 'LTB4R', 'CYP2J2', 'IGF1R', 'ALOX5', 'HDC']"
Crotamiton+Aspartame+Sitaxentan+Macitentan+Minoxidil+Lorazepam,4,32,"5376, 425, 9459, 13701, 4484, 505","['CCNB1', 'GJA1', 'SLC22A6', 'SLC22A8', 'SLC22A11', 'TRPV1', 'CYP3A4', 'CYP2C19', 'CYP2C9', 'EDNRB', 'EDNRA', 'ALB', 'CYP2C19', 'EDNRB', 'EDNRA', 'CYP3A4', 'ABCC9', 'KCNJ1', 'KCNJ11', 'CDK6', 'PTGS1', 'UGT2B15', 'GABRB3', 'GABRG2', 'TSPO', 'GABRA1']"
Tetracycline+Cefotaxime+Repaglinide+Chlordiazepoxide,18,32,"6393, 3871, 5615, 3784","['PRNP', 'SLC22A11', 'CYP3A4', 'SLC22A7', 'SLC22A6', 'SLC22A8', 'ALB', 'SLC22A7', 'SLC22A11', 'SLC15A1', 'SLC15A2', 'SLC22A8', 'SLC22A6', 'DNMT3A', 'PPARG', 'CYP3A4', 'CYP2C8', 'ALB', 'ABCC8', 'KCNJ11', 'SLCO1B1', 'GABRA3', 'GABRG2', 'GABRA2', 'CYP2D6', 'CYP3A4', 'GABRB3', 'GABRA1', 'GABRA5', 'GABRB2']"
Medrysone,18,33,5334,"['IGFBP3', 'GDF15', 'PRKAG2', 'NFKBIA', 'HSPB1', 'NR3C1', 'FKBP5', 'SERPINA6', 'FOXO3', 'TSC22D3', 'CDC25B', 'GPER1', 'PSMB8', 'PRKCD']"
Isoflurane,18,33,6394,"['GABRA6', 'KCNK10', 'GABRA1', 'CYP2E1', 'GABRB1', 'KCNK9', 'GABRG3', 'ATP2C1', 'ATP5F1D', 'GABRG2', 'GABRA2', 'GABRQ', 'GABRG1', 'KCNK18', 'GLRB', 'KCNA1', 'GABRA4', 'GABRA5', 'GABRD', 'GABRA3', 'GABRP', 'KCNK3', 'GRIA1', 'GABRB2', 'GABRE', 'GABRB3', 'CALM1', 'GLRA1', 'KCNK2', 'ALB', 'CYP2B6']"
Meclofenamic acid+Valaciclovir+Raltitrexed,14,33,"5638, 3188, 5245","['SLC22A6', 'KCNQ3', 'RASA1', 'ALOX5', 'AKR1C3', 'KCNQ2', 'PTGS2', 'SLCO1C1', 'PTGS1', 'SLC10A2', 'SLC22A8', 'SLC15A2', 'SLC22A6', 'SLC15A1', 'AURKB', 'PLA2G4A', 'TYMS', 'FPGS', 'CDKN1A']"
Diclofenac,23,33,3221,"['PLA2G2A', 'KCNQ3', 'CYP3A4', 'CYP1A2', 'ABCB1', 'CYP2E1', 'CXCL8', 'PTGS1', 'CYP2C19', 'SLC22A11', 'SLCO1C1', 'CXCR1', 'CYP1A1', 'CYP2C9', 'SLC22A8', 'SLC22A6', 'ALB', 'ABCC1', 'CYP2C8', 'KCNQ2', 'TTR', 'ABCC4', 'UGT1A1', 'ASIC1', 'ALOX5', 'SCN4A', 'PTGS2', 'UGT2B7', 'CYP2B6']"
Secobarbital+Flunitrazepam,18,33,"4048, 9340","['GABRA3', 'GABRB2', 'CYP1A2', 'GRIK2', 'GABRA2', 'CHRNA7', 'GRIA2', 'CHRNA4', 'GABRG2', 'CYP2C9', 'GABRA4', 'CYP2C8', 'GABRA1', 'GABRA5', 'GABRA6', 'CYP2A6', 'GABRA5', 'CYP2C19', 'GABRA3', 'GABRA2', 'TSPO', 'GABRA4', 'GABRA1', 'CYP1A2', 'CYP3A4', 'UGT2B7', 'CYP2E1', 'UGT1A1', 'UGT1A3', 'CYP2B6', 'CYP2C9', 'GABRA6']"
